24.8225 -44.9963 32.3958 
24.8225 -26.9963 32.3958 
15.1941 -26.9963 47.6042 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
11.6517 -35.9963 24.0574 
2.02333 -35.9963 39.2657 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
11.6517 -53.9963 24.0574 
2.02333 -53.9963 39.2657 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
24.8225 -62.9963 32.3958 
15.1941 -62.9963 47.6042 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
37.9933 -53.9963 40.7343 
28.3649 -53.9963 55.9426 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
37.9933 -35.9963 40.7343 
28.3649 -35.9963 55.9426 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
24.8225 -26.9963 32.3958 
15.1941 -26.9963 47.6042 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
24.8225 -26.9963 32.3958 
15.1941 -26.9963 47.6042 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
11.6517 -35.9963 24.0574 
2.02333 -35.9963 39.2657 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
11.6517 -53.9963 24.0574 
2.02333 -53.9963 39.2657 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
24.8225 -62.9963 32.3958 
15.1941 -62.9963 47.6042 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
37.9933 -53.9963 40.7343 
28.3649 -53.9963 55.9426 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
37.9933 -35.9963 40.7343 
28.3649 -35.9963 55.9426 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
24.8225 -26.9963 32.3958 
15.1941 -26.9963 47.6042 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
24.8225 -26.9963 32.3958 
15.1941 -26.9963 47.6042 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
11.6517 -35.9963 24.0574 
2.02333 -35.9963 39.2657 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
11.6517 -53.9963 24.0574 
2.02333 -53.9963 39.2657 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
24.8225 -62.9963 32.3958 
15.1941 -62.9963 47.6042 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
37.9933 -53.9963 40.7343 
28.3649 -53.9963 55.9426 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
37.9933 -35.9963 40.7343 
28.3649 -35.9963 55.9426 
15.1941 -44.9963 47.6042 
#

24.8225 -44.9963 32.3958 
24.8225 -26.9963 32.3958 
15.1941 -26.9963 47.6042 
15.1941 -44.9963 47.6042 
#

24.8209 -44.7607 32.3984 
24.5689 -26.7669 32.7965 
14.9437 -27.238 47.9997 
15.1958 -45.2319 47.6016 
#

24.8209 -44.7607 32.3984 
11.5241 -35.7638 24.259 
1.89896 -36.235 39.4622 
15.1958 -45.2319 47.6016 
#

24.8209 -44.7607 32.3984 
11.7761 -53.7576 23.8609 
2.151 -54.2288 39.0641 
15.1958 -45.2319 47.6016 
#

24.8209 -44.7607 32.3984 
25.0729 -62.7545 32.0003 
15.4478 -63.2257 47.2035 
15.1958 -45.2319 47.6016 
#

24.8209 -44.7607 32.3984 
38.1177 -53.7576 40.5378 
28.4926 -54.2288 55.741 
15.1958 -45.2319 47.6016 
#

24.8209 -44.7607 32.3984 
37.8657 -35.7638 40.9359 
28.2406 -36.235 56.1391 
15.1958 -45.2319 47.6016 
#

24.8209 -44.7607 32.3984 
24.5689 -26.7669 32.7965 
14.9437 -27.238 47.9997 
15.1958 -45.2319 47.6016 
#

24.8159 -44.5253 32.4063 
24.3121 -26.55 33.2022 
14.6968 -27.492 48.3897 
15.2007 -45.4673 47.5937 
#

24.8159 -44.5253 32.4063 
11.3932 -35.5376 24.4658 
1.77798 -36.4796 39.6533 
15.2007 -45.4673 47.5937 
#

24.8159 -44.5253 32.4063 
11.8971 -53.5129 23.6698 
2.28187 -54.455 38.8573 
15.2007 -45.4673 47.5937 
#

24.8159 -44.5253 32.4063 
25.3198 -62.5006 31.6103 
15.7046 -63.4426 46.7978 
15.2007 -45.4673 47.5937 
#

24.8159 -44.5253 32.4063 
38.2387 -53.5129 40.3467 
28.6235 -54.455 55.5342 
15.2007 -45.4673 47.5937 
