-15.9607 -45.0037 31.9532 
-15.9607 -27.0037 31.9532 
-24.0227 -27.0037 48.0468 
-24.0227 -45.0037 48.0468 
#

-15.9607 -45.0037 31.9532 
-29.8981 -36.0037 24.9713 
-37.9601 -36.0037 41.0649 
-24.0227 -45.0037 48.0468 
#

-15.9607 -45.0037 31.9532 
-29.8981 -54.0037 24.9713 
-37.9601 -54.0037 41.0649 
-24.0227 -45.0037 48.0468 
#

-15.9607 -45.0037 31.9532 
-15.9607 -63.0037 31.9532 
-24.0227 -63.0037 48.0468 
-24.0227 -45.0037 48.0468 
#

-15.9607 -45.0037 31.9532 
-2.02319 -54.0037 38.9351 
-10.0852 -54.0037 55.0287 
-24.0227 -45.0037 48.0468 
#

-15.9607 -45.0037 31.9532 
-2.02319 -36.0037 38.9351 
-10.0852 -36.0037 55.0287 
-24.0227 -45.0037 48.0468 
#

-15.9607 -45.0037 31.9532 
-15.9607 -27.0037 31.9532 
-24.0227 -27.0037 48.0468 
-24.0227 -45.0037 48.0468 
#

-15.9607 -45.0037 31.9532 
-15.9607 -27.0037 31.9532 
-24.0227 -27.0037 48.0468 
-24.0227 -45.0037 48.0468 
#

-15.9607 -45.0037 31.9532 
-29.8981 -36.0037 24.9713 
-37.9601 -36.0037 41.0649 
-24.0227 -45.0037 48.0468 
#

-15.9607 -45.0037 31.9532 
-29.8981 -54.0037 24.9713 
-37.9601 -54.0037 41.0649 
-24.0227 -45.0037 48.0468 
#

-15.9607 -45.0037 31.9532 
-15.9607 -63.0037 31.9532 
-24.0227 -63.0037 48.0468 
-24.0227 -45.0037 48.0468 
#

-15.9607 -45.0037 31.9532 
-2.02319 -54.0037 38.9351 
-10.0852 -54.0037 55.0287 
-24.0227 -45.0037 48.0468 
#

-15.9607 -45.0037 31.9532 
-2.02319 -36.0037 38.9351 
-10.0852 -36.0037 55.0287 
-24.0227 -45.0037 48.0468 
#

-15.9607 -45.0037 31.9532 
-15.9607 -27.0037 31.9532 
-24.0227 -27.0037 48.0468 
-24.0227 -45.0037 48.0468 
#

-15.9607 -45.0037 31.9532 
-15.9607 -27.0037 31.9532 
-24.0227 -27.0037 48.0468 
-24.0227 -45.0037 48.0468 
#

-15.9607 -45.0037 31.9532 
-29.8981 -36.0037 24.9713 
-37.9601 -36.0037 41.0649 
-24.0227 -45.0037 48.0468 
#

-15.9607 -45.0037 31.9532 
-29.8981 -54.0037 24.9713 
-37.9601 -54.0037 41.0649 
-24.0227 -45.0037 48.0468 
#

-15.9607 -45.0037 31.9532 
-15.9607 -63.0037 31.9532 
-24.0227 -63.0037 48.0468 
