-0.00185307 20 -40 
19.9944 19.9981 -80.0019 
19.9907 -20.0019 -80.0019 
-0.00555922 -20 -40 
#

-0.00185307 20 -40 
20.0019 19.9981 -0.00185324 
19.9981 -20.0019 -0.0018529 
-0.00555922 -20 -40 
#

-0.00185307 20 -40 
-19.9981 20.0019 0.0018529 
-20.0019 -19.9981 0.00185324 
-0.00555922 -20 -40 
#

-0.00185307 20 -40 
-20.0056 20.0019 -79.9981 
-20.0093 -19.9981 -79.9981 
-0.00555922 -20 -40 
#

-0.00185307 20 -40 
19.9944 19.9981 -80.0019 
19.9907 -20.0019 -80.0019 
-0.00555922 -20 -40 
#

